url,status,title,email,phone,address,copyright
selevia.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: selevia.nl.,,,,,
groh.demon.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: groh.demon.nl.,,,,,
https://h2so4.nl,200,Webreus,,,,Linux specialisten sinds 1993. - Â©WebReus B.V. 2015.
https://kanoverhuurhetmaalwater.nl,200,Home,,,,
blendvastgoed.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
mwvs.nl,Error: [Failure instance: Traceback: <class 'scrapy.exceptions.IgnoreRequest'>: Forbidden by robots.txt,,,,,
https://zeroamsterdam.nl,200,Z E R O | artist in amsterdam,,,,
https://vrieswijkminnertsga.nl,200,Vrieswijk Minnertsga - Nationaal en Internationaal Container- en Kipper transport,mailto:info@vrieswijkminnertsga.nl,tel:0518471494,,
https://mafico.com,200,"Mafico – Import en distributie van muziek, foto en video",,tel:31104148426,,
https://fields.ca,200,"Fields Stores - Every Day Items, Great Value since 1948",,tel:604-549-9280,,© 2023 FHC Enterprises | All Rights Reserved |
https://eltabv.nl,200,Home - ELTA,mailto:info@eltabv.nl,tel:053-4318305,,
https://www.seminarsopmaat.nl/,200,Home - Seminars op Maat,,,,
https://gavetafel.nl,200,Gave Tafel - HOME,,,,
https://www.stootlijst.com/,200,"Stootlijst.nl | bootbescherming | Breda, Nederland",mailto:info@stootlijst.nl?subject=Contact Stootlijst,tel:0630729941,,
https://www.massagewebshop.nl/,200,MassageWebshop | MassageWebshop,,,,© 2008 - 2024 MassageWebshop |
https://shiptechnics.nl,200,Shiptechnics – marine electrical engeneering and automation,mailto:mail@shiptechnics.nl,tel:+31113344924,,
https://www.stapelfinancieringen.nl/,200,Stapelfinancieringen - Stapelen is het nieuwe financieren,,tel:0031138500121,,© 2024 Stapelfinancieringen
https://www.modrix.nl/pg-25025-7-45624/pagina/home.html,200,Home - Modrix uitzendbureau BV,mailto:info@modrix.nl,,,
https://www.logx.nl/cms/,200,LogX – Websitebouw en Fotografie,,,,
djtools.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: djtools.nl.,,,,,
https://www.verhuiscentrale.nl/,200,Beste verhuisbedrijf van Eindhoven - Brabantse verhuiscentrale,,tel:0031402483250,,
https://cwn.nl,200,home - CWN,,,,© 2017 - 2024 CWN Spuitcabines | Ontworpen en gebouwd door
bluefuture.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: bluefuture.nl.,,,,,
https://novakeramiek.nl/about-nova/,200,About Nova -,mailto:enschede@novakeramiek.nl,,,
https://debbieerdkamp.nl,200,Home,,,,Copyright © 2023 Debbie Erdkamp  Alle rechten voorbehouden. 
https://verhoevenverwarming.nl,200,Verhoeven Verwarming - Leende,mailto:info@verhoevenverwarming.nl,tel:0402064111,,© 2024 - Verhoeven Verwarming - Leende -
https://www.webcom4.nl/,200,WEBCOM4 | hosting and more ...,,,,©
cosycup.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: cosycup.nl.,,,,,
https://stucadoorsbedrijfquist.nl,200,"Stucadoorsbedrijf Quist Ureterp, Stucadoren wand- plafond- vloerafwerking",mailto:info@stucadoorsbedrijfquist.nl,tel:0512 54 41 41,,Copyright 2024 © stucadoorsbedrijfquist.nl
https://laptopcentrale.nl,200,"LaptopCentrale.nl – Specialist in zakelijke laptops, mobiele workstations en rugged laptops | Dell Partner",,,,© LaptopCentrale B.V. 2007-2024
https://www.zijlstrabouw.nl/,200,[None],mailto:info@zijlstrabouw.nl,tel:0518462063,,"©2024 Zijlstra Bouw BV, Berlikum   "
https://www.peekoi.nl/,200,Peekoi.nl | Dè Online Vijvershop van de Benelux | NL & BE - Peekoi,,tel:06 26 078 252,,© Peekoi
https://www.otoeys.nl/,200,Oto Eys - De garage – vertrouwd en altijd dichtbij,mailto:info@otoeys.nl,,,© 2016 ProDevign. Alle rechten voorbehouden.
https://www.flevum.nl/,200,Home - Flevum,mailto:corporate@flevum.nl,tel:010-2340401,,© 2021 Flevum -
https://www.stiermankunststofvloeren.nl/,200,Welkom - Stierman Kunststofvloeren,,tel:0623172442,,© copyright Stierman Kunststofvloeren |
goedkope-inktpatronen.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: goedkope-inktpatronen.nl.,,,,,
https://www.brandomedia.nl/,200,Brandomedia – Grow your business,mailto:info@brandomedia.nl,tel:+31621343966,,
https://fso-consulenten.nl,200,FSO Consulenten,mailto:info@fso-consulenten.nl,tel:0793311232,,
optimystsfeerhaarden.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://www.fthgroep.nl/,200,Home | fthgroep,mailto:info@fthgroep.nl,,,© Copyright by FTH Groep
https://technoproject.nl,200,Home - Technoproject,,tel:+31235541641,,
bougier.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: bougier.nl.,,,,,
https://shop.imkru.nl/domein/papiergids-nl/,200,papiergids.nl - domeinnaam te koop,mailto:domeinen@imkru.nl?subject=Domeinnaam:%20papiergids.nl,,,
https://referro.nl,200,Homepagina - International B2B marketing agency - Referro B2B marketing,mailto:info@referro.nl,tel:310850706936,,© Referro
https://demastenbar.nl,200,Restaurant de Mastenbar | Terras aan het IJsselmeer,mailto:info@demastenbar.nl,tel:+31228313691,,
https://realestatesearchers.nl,200,[None],,,,
https://www.vostuinvisie.nl/,200,"Hovenier Epe: Tuinontwerp, Tuinaanleg, Tuinonderhoud - Vos Tuinvisie",mailto:info@vostuinvisie.nl,tel:0578-561015,,
nlarchitects.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
https://heerenveensewandelfederatie.nl,200,Heerenveense Wandel Federatie - Heerenveense Wandel Federatie,mailto:hwf.heerenveen@gmail.com,,,
https://robsijscofiets.nl,200,"Rob's IJscofiets – De ijscoman in Leusden, Amersfoort en omstreken. Vindbaar in jouw buurt en op evenementen.",mailto:info@robsijscofiets.nl,,,
https://www.vermeerenmakelaardij.nl/,200,Vermeeren Makelaardij - Exclusief Landelijk & Agrarisch Vastgoed,,,,
https://www.mecotech.nl/,200,Mecotech | Machinebouw en Metaalbewerking,mailto:info@mecotech.nl,,,
etenmetdanielle.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://www.petervanson.nl/,200,Peter van Son Interieurobjecten - Tot kunst verheven groen!,mailto:info@petervanson.nl,tel:+31416283222,"Professor Lorentzweg 18, 5144 NP Waalwijk",
https://licht-huis.nl,200,Home - Lichthuis,mailto:info@licht-huis.nl,,,Copyright © Lichthuis  | 
https://www.plompfunderingstechnieken.nl/,200,Home - Plomp,mailto:info@plompfunderingstechnieken.nl,tel:0348562486,,
timmerbouw.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
https://eye-c.nl,200,Hét online marketingbureau  in Den Haag blijft groeien! | Eye-C Multimedia,,tel:+31880702000,,© Eye-C Multimedia 2024
https://www.hengeveld-installatietechniek.nl/,200,Hengeveld Installatietechniek | Installatiespecialist in Neede,,tel:+31623250759,,© Copyright 2024 |
https://hannekesetz.nl,200,"Hanneke Setz - Naarden, the Netherlands near Amsterdam",,,,© Hanneke Setz - All Rights Reserved.
hookerz.nl,Error: [Failure instance: Traceback: <class 'scrapy.exceptions.IgnoreRequest'>: Forbidden by robots.txt,,,,,
https://gwilligenburg-transport.nl,200,Hostnet: De grootste domeinnaam- en hostingprovider van Nederland.,,,,
https://www.element.nl/nl/,200,Geo Added Value powered by First Element,mailto:office@firstelement.nl,,,
https://grandiabetonherstel.nl,200,"Betonschade, Betonreparatie, Betonherstel - Betonherstel Betonreparatie Grandia",,,,Copyright © 2018
https://www.sisarcams.com/,200,Unified Communication and Integration Solution | SISAR CAMS,mailto: cams@sisar.nl,tel:+31208005072,,2024 © All rights reserved | Site developed and maintained by
https://santec.nl,200,Santec System Services – Open Source automatisering,,,,Copyright © 2022 - Santec System Services
https://www.freshlight.nl,200,Freshlight – Verlichting die je lucht zuivert,mailto:info@freshlightgroup.com,tel:0031553020021,,© Freshlight B.V. 2024 — Alle rechten voorbehouden
https://kinderopvang-kiekeboe.nl,200,"Kinderopvang Kiekeboe | Kinderdagverblijf, Peuterspeelzaal en BSO",mailto:info@kinderopvang-kiekeboe.nl,tel: 0368415802,,
mobilewarez.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
https://minnenhoek.nl,200,Minnenhoek Recreatiebouw Harskamp,,,,
https://www.rokado.nl/,200,Home - Rokado Tabaksspeciaalzaak Uden,,tel:0413251442,,© 2011-2024 Rokado VOF. All Rights Reserved
motivatium.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
https://all-green.nl,200,Allgreen,mailto:kimberley.tsai@all-green.nl,tel:+31 172 23 50 70,,
https://www.goebertustrading.nl/,200,Topleverancier voor ziekenhuizen Goebertus – Specialist in patiënten positionering en kliniek inrichting,,,,© Copyright 2022. Designed and Developed by Goebertus
chatterboxes.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
https://bindelsbv.nl,200,Bindels B.V. | Samen sterk in kennis en uitvoering | Bindels B.V.,mailto:jos@bindelsbv.nl,tel:+31235514467,,©
https://efehoreca.nl,200,[None],mailto:info@efehoreca.nl,,,
https://www.twowitgoed.nl/,200,Specialist in witgoed onderdelen en apparaten in Zuid Limburg,,,,© 2015 - 2024 T.W.O.Witgoed |
imnexgroup.com,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://www.bootman.nl/,200,Bootman - Specialist in het nieuwe varen,,,,
https://www.clubfitenschede.nl/,200,Maak kennis met fitness bij sportschool Clubfit Enschede,,,,
aeroweb-ict.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: aeroweb-ict.nl.,,,,,
https://www.mwdesignlettershop.nl/,200,Home / MW Design Lettershop,,,,© 2024 MW Design Lettershop. 
https://www.verhaagsevenum.nl/,200," Het interieur van je dromen | Vloeren, wanden & meer | Verhaag ",mailto:Info@verhaagsevenum.nl,tel:0031774672244,,© 2024 Verhaag
https://marcorange.nl,200,Web Server's Default Page,,,,
tranent.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: tranent.nl.,,,,,
https://nerello.nl,200,Restaurant Nerello: Dineren zoals het diner in Italië bedoeld is,mailto:reserveringen@nerello.nl,tel:(010)7200801,,Copyright © 2020 Nerello
https://bierverteller.nl,200,De Bierverteller - maakt van bier drinken een beleving.,mailto:info@debierverteller.nl,tel:030 7371306,ROUTE,
https://www.ditislicht.nl/,200,"Interim marketing, communicatie professionals | LICHT",mailto:hi@ditislicht.nl,,,© 2024
https://siepic.nl,200,Sini Internet projecten Den Helder: Hosting / Internet of Things / Lora-netwerk / Techlab,,,,
https://www.hostedbywendy.nl/,200,Home - Hosted by Wendy            ,mailto:info@hostedbywendy.nl,,,
bhvetraining.nl,Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>],,,,,
https://www.armac.nl/,200,Home | Armac Industrial Automation BV,mailto:info@armac.nl,tel:++31(0)488451236,,© Armac 2024
https://www.blue-tec.nl/,200,BLUE-tec: Membrane technology for a sustainable future,mailto:info@blue-tec.nl,,,
https://exceltech.nl,200,ExcelTech - Dé specialist in (brand)veiligheidssystemen voor parkeergarages,,,,©
https://automeijerink.nl,200,Bot Verification,,,,
https://vandijkrioolservice.nl,200,Welkom - van Dijk Rioolservice B.V.,,tel:0492552685,,© Copyright 2021. Alle rechten voorbehouden.
https://www.careervalue.nl/,200,CareerValue IT vacatures met waarde | Werving & Selectie,,,,
https://swinkelsvastgoedbeheer.nl,200,Swinkels,mailto:info@swinkelsvastgoedbeheer.nl,,,© 2024 Swinkels Vastgoedbeheer
deheemsteedsehovenier.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
vastgoedturkije.nl,Error: [Failure instance: Traceback: <class 'scrapy.exceptions.IgnoreRequest'>: Forbidden by robots.txt,,,,,
https://orgelbouwalkmaar.nl,200,Orgelbouw Alkmaar,,,,
caravanextra.nl,Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>],,,,,
moonalisa.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: moonalisa.nl.,,,,,
mijn3dfoto.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://aannemersbedrijfobdam.nl,200,Aannemersbedrijf Obdam,mailto:info@aannemersbedrijfobdam.nl,,,
https://www.bss-europe.com/,200,BSS Europe BV,mailto:sales@bss-europe.com,,,© 2024 BSS | Europe BV. Designed By Van Hoften
https://lakotta.nl,200,"Hét administratie kantoor in Nederland voor bedrijven en medewerkers uit Oost Europa - Lakotta, De Lier",mailto:info@lakotta.nl,tel:+31 85 13 05 981,,© 2024 Lakotta
wouterspruyt.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
https://www.pedicurebergh.nl/,200,Medisch Pedicure Melanie Jansen 's-Heerenberg - Pedicure Bergh,mailto:info@pedicurebergh.nl,,,
https://www.volawax.nl/,200,"VOLA, de specialist in wax- en slijpproducten — volaracing NL",mailto:info@volawax.nl,,,Copyright © 2024 volaracing NL.
https://koelhuiskraakman.nl,200,Welkom bij KOELHUIS KRAAKMAN,,,,
bobgelost.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
https://brabantsfaam.nl,200,Home - Brabantsfaam,,,,
rekenwijzer.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://www.warmgarant.nl/,200,CV-ketel kopen of huren inclusief installatie & service,,tel:0031854012233,,© 2024 Warmgarant. Alle rechten voorbehouden.
https://www.timmerbedrijfappelman.nl/,200,[None],,,,
https://ecoreest.nl/nl/,200,Ecoreest,mailto:info@ecoreest.nl,tel:0528373982,,
https://delpeutlexmond.nl,200,Delpeut Lexmond,mailto:contact@delpeutlexmond.nl,,,© Copyright 2012 - Delpeut Lexmond - All rights reserved
danvers.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
tptv.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
onslichaam.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: onslichaam.nl.,,,,,
erikloeff.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: erikloeff.nl.,,,,,
https://onlinebazen.nl,200,Online Bazen | Online marketing is de som der delen,mailto:info@onlinebazen.nl,tel:0732032195,,©
https://roozeboomcampers.nl,200,Roozeboom Campers | Wij begrijpen wat camperrijders willen,mailto:info@roozeboomcampers.nl,tel:%20+31523656500,,
aalders.nl,Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>],,,,,
solvica.com,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
