url,status,title,email,phone,address,copyright
seaparcs.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: seaparcs.nl.,,,,,
nispenlasmij.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: nispenlasmij.nl.,,,,,
specialdog.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://farwestphysiocare.nl,200,[None],,,,
octopus-agents.com,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://worldofeurope.com,200,World of Europe - Local Food Products From Everywhere,mailto:info@worldofeurope.com,tel:+31616473287,,Copyright 2024 ©
https://biorepen.nl/cgi-sys/defaultwebpage.cgi,200,Default Web Site Page,mailto:webmaster@biorepen.nl,,,"Copyright © 2024 cPanel, L.L.C."
https://rondsnoer.nl,200,rondsnoer,,,,
https://vogelpoel.nl,200,Vogelpoel – Automatisering,,,,
https://jjanssen.nl,200,jjanssen.nl,,,,
https://www.degaarde.com/,200,De Gaarde Utrecht,,,,© 2021 De Gaarde Utrecht KVK 30123388
https://www.alvarosecuritysolutions.nl/,200,Beveiliging Groningen - Alvaro Security Solutions BV,mailto:?subject=Beveiliging%20Groningen%20&body=https://www.alvarosecuritysolutions.nl/,,,
https://concreteamsterdam.nl,200,concrete,,,,
amlcargo.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: amlcargo.nl.,,,,,
https://www.hotelappelscha.nl/,200,Hotel Appelscha: Op Vakantie in Drents Friese Bossen,,,,
dierencompleet.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
brupam.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: brupam.nl.,,,,,
mellersta.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'ssl/tls alert handshake failure')]>]",,,,,
https://www.recharge.com/en/nl,200,"#1 in Global mobile top up, Gift cards and Payment cards | recharge.com",,,,© 2024 Recharge.com
werkspot.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://vivavisuals.nl,200,Lokaal Adverteren met VivaVisuals: vergroot Jouw Zichtbaarheid!!,mailto:Info@Vivavisuals.nl,tel: +31 6 15 17 64 36,,© 2024
https://www.terwa.com/index.html,200,Terwa Construction Group - Your Global Partner for Precast & Construction Solutions,mailto:info@terwa.com,tel:31306991329,,© 1995 - 2024 - Terwa
